labels,text,text_de,text_fr
ham,No..he joined today itself.,"Nein, er hat sich heute selbst angeschlossen.",Non..il s'est joint aujourd'hui lui-même.
ham,Okay same with me. Well thanks for the clarification,"Okay, mit mir auch. Danke für die Klarstellung.",Merci pour l'éclaircissement.
ham,I'll talk to the others and probably just come early tomorrow then,Ich rede mit den anderen und komme wahrscheinlich morgen früh.,Je vais parler aux autres et venir tôt demain.
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic","Erschrecken Sie Ihren Mob mit einer Halloween Sammlung von einem Logo & Bild Nachricht plus einen freien unheimlichen Ton, txt CARD SPOOK bis 8007 zed 08701417012150p pro Logo/Pic","Glissez votre mafia avec une collection d'Halloween d'un logo & message photo plus un ton eerie gratuit, txt CARD SPOOK à 8007 zed 08701417012150p par logo/pic"
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.","Hatte das Geld Problem wiegt mich, aber dank Ihnen, kann ich jetzt leichter atmen. Ich werde sicherstellen, dass Sie es nicht bereuen. Danke.","J'ai eu le problème de l'argent qui me pèse mais grâce à vous, je peux respirer plus facilement maintenant. Je vais m'assurer que vous ne le regrettez pas. Merci."
ham,Hi. I'm sorry i missed your call. Can you pls call back.,"Tut mir leid, dass ich deinen Anruf verpasst habe.",Désolé d'avoir raté ton appel.
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,"Wie geht's dir? Ich hoffe, du hast dich für das neue Schuljahr eingelebt.",J'espère que vous vous êtes installé pour la nouvelle année scolaire.
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088","Fantasy Football ist wieder auf Ihrem Fernseher. Gehen Sie zu Sky Gamestar auf Sky Active und spielen Sie 250k £ Dream Team. Scoring beginnt am Samstag, so jetzt registrieren!SKY OPT OUT to 88088","Fantasy Football est de retour sur votre TV. Aller à Sky Gamestar sur Sky Active et jouer £250k Dream Team. La notation commence le samedi, alors inscrivez-vous maintenant!"
ham,Ok then no need to tell me anything i am going to sleep good night,"Ok, dann musst du mir nichts sagen, was ich schlafen werde.",Ok alors pas besoin de me dire quoi que ce soit que je vais dormir bonne nuit
ham,Ok try to do week end course in coimbatore.,"Ok, versuchen Sie, den Wochenendkurs in Coimbatore zu machen.","Ok, essayez de faire un cours de fin de semaine à Coimbatore."
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,Tone Club: Ihre Subs sind jetzt abgelaufen 2 Re-Sub-Antwort MONOC 4 Monos oder POLYC 4 Polys 1 wöchentlich @ 150p pro Woche Txt STOP 2 stop This msg free Stream 0871212025016,Tone Club: Votre subs a maintenant expiré 2 re-sub reply MONOC 4 monos ou POLYC 4 polys 1 hebdomadaire @ 150p par semaine Txt STOP 2 stop This msg free Stream 0871212025016
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),V nice! Off 2 sheffield tom 2 air meine Meinung zu den Kategorien 2 b verwendet 2 messen Ethnizität in der nächsten Volkszählung. Beschäftigt Transkription. :-),V beau! Off 2 sheffield tom 2 diffuser mes opinions sur les catégories 2 b utilisé 2 mesurer l'ethnicité dans le prochain recensement.
ham,If you r @ home then come down within 5 min,Wenn Sie r@home dann kommen Sie in 5 min,Si vous r @ à la maison puis descendre dans les 5 min
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8","Ein Junge liebte ein Mädchen. Er propsd bt sie nicht Geist. Er gv lv lttrs, Bt ihre Frnds warf thm. Wieder d Junge entschied 2 aproach d gal, dt Zeit, als ein LKW zu d gal beschleunigte. Wn es war etwa 2 Hit d Mädchen, d Junge lief wie Hölle n gerettet sie. Sie fragte 'hw cn u laufen so schnell?' D Junge antwortete ""Boost ist d Geheimnis meiner Energie"" n sofort d Mädchen schrie ""unsere Energie"" n Thy lebte glücklich 2gthr Trinkschub evrydy Moral der d Geschichte:- Ich hv frei msgs:D;): Gud ni8","Un garçon adorait une fille. Il appsd bt elle n'a pas l'esprit. He gv lv lttrs, Bt ses frnds jetés thm. Encore un garçon a décidé 2 aproach d gal, dt temps un camion était en vitesse vers d gal. Wn il était environ 2 coups d fille, d garçon couru comme l'enfer n l'a sauvé. Elle a demandé 'hw cn u run si rapide?' D garçon a répondu ""Boost est d secret de mon énergie"" n instantanément d fille criait ""notre énergie"" n Ton vécu heureux 2gthr boisson boost evrydy Moral de d histoire:- Je hv libre msgs:D;): gud ni8"
ham,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?","An dem Tag, an dem die Haare im Paragon geschnitten werden, nennt man das Haarsinn?","Ce jour-là ü dire ü couper les cheveux au paragon, est-ce que c'est appelé le sens des cheveux?"
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho","Hmm, zu viele von ihnen leider... Pics offensichtlich arent heißen Kuchen. Seine Art von Spaß tho","Hmm, trop d'entre eux malheureusement... les pics ne sont évidemment pas des gâteaux chauds."
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,"Sie ist so lustig, dass wir ihr 4 Wat bluffen. Izzit, weil sie es zwischen uns unmöglich ist?",Elle est si drôle qu'on lui bluffe 4 wat. Izzit parce que c'est impossible entre nous?
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,"XMAS Prize zeichnet! Wir versuchen, U. Todays Ziehung zeigt, dass Sie einen £2000 Preis gewonnen haben. Rufen Sie 09058094565 von land line. Nur gültig 12 Stunden",Prix XMAS tirages! Nous essayons de contacter U. Todays tirage montre que vous avez gagné un £2000 prix GARANTIEED. Appelez 09058094565 de ligne terrestre. Valable 12hrs seulement
ham,Dunno lei he neva say...,Dunno lei er neva sagen...,Dunno lei il neva dit...
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,"Thanx 4 2day! U r ein guter Freund Ich glaube, UR RITE SARY! ASUSUAL! 1 U CHEED me up! LIEBE U FRANYxxxxxx",Thanx 4 2day! U r a goodmate I THink UR RITE Sary! ASUSUAL!1 U CHEERED ME up! LOVE U FRANYXxxxx
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,Ich bin auf dem Weg nach Hause.,Je suis en route pour rentrer chez moi. Je suis allé changer ma 4e montre et aller acheter un peu de lor.
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,"JA! Der einzige Ort in der Stadt, um spannende erwachsene Singles zu treffen, ist jetzt in Großbritannien. Txt CHAT zu 86688 jetzt! 150p/Msg.",OUI! Le seul endroit en ville pour rencontrer des célibataires adultes passionnants est maintenant au Royaume-Uni. Txt CHAT à 86688 maintenant! 150p/Msg.
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com","Hi, Mobile no. &lt;#&gt; hat Sie in ihrer Kontaktliste auf www.fullonsms.com hinzugefügt.Es ist ein großartiger Ort, um kostenlose SMS an die Menschen zu senden Für weitere besuchen fullonsms.com","Bonjour, Mobile no. &lt;#&gt; vous a ajouté dans leur liste de contacts sur www.fullonsms.com C'est un excellent endroit pour envoyer des sms gratuits aux gens Pour plus de visite fullonsms.com"
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.","Guten Abend, Sir, ich hoffe, Sie haben einen schönen Tag. Ich wollte es zu Ihrer Kenntnis bringen, dass ich spät in der Miete für die letzten Monate bezahlt und musste eine $ &lt;#&gt; Gebühr zu zahlen. Ich fühlte, es wäre rücksichtslos von mir, über etwas zu nag Sie geben zu großen Kosten für sich selbst und das ist, warum ich nicht sprechen. Ich bin jedoch in einer Rezession und werde nicht in der Lage, die Gebühr in diesem Monat zu zahlen daher meine fragen weit vor dem Ende des Monats. Können Sie bitte helfen. Vielen Dank für alles.","Bonsoir Monsieur, j'espère que vous passez une belle journée. Je voulais vous faire remarquer que j'ai été en retard dans le paiement du loyer depuis quelques mois et que j'ai dû payer une charge $ &lt;#&gt;. J'ai pensé qu'il serait inconsidéré de me ronger à propos de quelque chose que vous donnez à grand prix à vous-même et c'est pourquoi je n'ai pas parlé. Je suis cependant en récession et ne serai pas en mesure de payer la charge ce mois-ci d'où ma peau bien avant la fin du mois. Pouvez-vous s'il vous plaît aider. Merci pour tout."
ham,"If i let you do this, i want you in the house by 8am.","Wenn ich dich das machen lasse, will ich dich bis 8 Uhr im Haus haben.","Si je te laisse faire ça, je te veux dans la maison à 8h du matin."
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn","Beste Linie sagte in der Liebe:. ""Ich werde warten, bis der Tag, den ich vergessen kann u Oder Der Tag u erkennen, dass u mich nicht vergessen kann.""... Gn","La meilleure ligne a dit dans Amour:. ""Je vais attendre jusqu'au jour où je peux oublier u Ou Le jour u réalise que u ne peut pas m'oublier.""... Gn"
ham,I will reach before ten morning,Ich werde vor zehn Morgen erreichen,J'arriverai avant dix heures du matin.
ham,Your pussy is perfect!,Deine Muschi ist perfekt!,Ta chatte est parfaite!
ham,"Sorry, I'll call later","Tut mir leid, ich rufe später an.","Désolé, je t'appelle plus tard."
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p","Jemand hat unsere Dating-Service kontaktiert und eingegeben Ihr Telefon, weil sie Lust auf Sie! Um herauszufinden, wer es ist Anruf aus einem Festnetz 09058098002. PoBox1, W14RG 150p","Quelqu'un a contacté notre service de rencontres et est entré dans votre téléphone parce qu'ils vous veulent! Pour savoir qui c'est appeler d'une ligne fixe 09058098002. PoBox1, W14RG 150p"
ham,No message..no responce..what happend?,Keine Nachricht. Keine Antwort. Was ist passiert?,Pas de message..pas de responsabilité..qu'est-ce qui s'est passé?
ham,Also where's the piece,Und wo ist das Stück?,Où est la pièce?
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..","wiskey Brandy Rum Gin Bier Vodka Scotch Shampain Wein ""KUDI""yarasu dhina vaazhthukkal...","wiskey Brandy Rum Gin Beer Vodka Scotch Shampoin Vin ""KUDI""yarasu dhina vaazhthukkal..."
ham,Boo. How's things? I'm back at home and a little bored already :-(,Boo. Wie geht's? Ich bin wieder zu Hause und schon ein wenig gelangweilt :-(,Boo. Comment ça va? Je suis de retour à la maison et je m'ennuie déjà un peu :-(
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,"Erstens hat sie mehr als &lt;#&gt; kg gewonnen, seit sie aufgenommen hat. Zweitens hat sie die Blutzuckertests durchgeführt. Wenn sie und ihr ok und ihr Blutdruck innerhalb normaler Grenzen ist, dann keine Sorgen",D'abord a-t-elle gagné plus que &lt;#&gt; kg depuis qu'elle a pris. Deuxièmement a-t-elle fait les tests de sucre dans le sang. Si elle a et son ok et sa pression artérielle est dans les limites normales alors pas de soucis
ham,PICK UR FONE UP NOW U DUMB?,"Du hast es geschafft, jetzt U DUMB zu spielen?",J'en ai fini avec U DuMB?
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.","Danke da thangam, ich fühle mich sehr sehr glücklich Liebe. Ich vermisse dich auch da.","Merci da quegam, je me sens très heureuse chérie. Tu me manques aussi da."
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff.","Ich bin zu Hause, aber nicht angezogen, weil ich krank bin.","Je suis à la maison, mais pas habillé parce que je suis malade!"
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,"Ich renne nicht weg frm u... ich gehe langsam &amp; es tötet mich, dass u nicht genug interessiert, um mich zu stoppen...",Je ne fuis pas frm u... Je marche lentement &amp; il me tue que u ne se soucie pas assez pour m'arrêter...
ham,"Babe, I'm back ... Come back to me ...","Babe, ich bin wieder da, komm zurück zu mir.","Bébé, je suis de retour... reviens à moi..."
ham,Well you told others you'd marry them...,"Nun, du hast anderen gesagt, dass du sie heiraten würdest...",Tu as dit aux autres que tu les épouserais...
ham,Neshanth..tel me who r u?,Neshanth..tel mir wer r u?,Neshanth.. me dit qui r u?
ham,YO YO YO BYATCH WHASSUP?,YO YO YO BYATCH WHASSUP?,YO YO YO BYO BYATCH WHASSUP?
ham,Oh... Kay... On sat right?,"Kay, sitzt du richtig?","Kay s'est assis, n'est-ce pas?"
ham,Hi! This is Roger from CL. How are you?,"Hallo, das ist Roger von CL. Wie geht's?",C'est Roger de CL.
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),"Babe: U wollen mich dont u baby! Im fies und haben eine Sache 4 schmutzige guys. Fancy eine unhöfliche Zeit mit einem sexy Hündin. Wie wäre es, wir gehen slo n hart! Txt XXX SLO(4msgs)",Babe: U veux que je donne u bébé! Im méchant et avoir une chose 4 salestyguys. Fantastique un moment grossier avec une salope sexy. Et si on allait slo n hard! Txt XXX SLO(4msgs)
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,Oh oh... verschwendet... Den Muz Chiong auf Sat n sun liao...,Décheté... Den muz chiong sur sat n sun liao...
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,"Verdammte Schlampe, ich versuche dir Drogen zu geben, antworte auf dein verdammtes Telefon.","Merde, j'essaie de te donner de la drogue, réponds à ton putain de téléphone."
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,"Bitte geben Sie es 2 oder ich werde es am Dienstag Abend ca. 8 abholen, wenn das in Ordnung ist.",S'il vous plaît donnez-le 2 ou je vais le prendre mardi soir environ 8 si c'est ok.
ham,I'm meeting Darren...,Ich treffe mich mit Darren...,J'ai rendez-vous avec Darren...
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8","Einer der besten Dialog in niedlichen reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz Meine Hände kann nicht kommen 2 Wipe Ur Tears Off That Time..!Gud ni8","Un des meilleurs dialogues dans les reltnships mignons..!! ""Wen I Die, Ne venez pas près de mon corps..!! Bcoz Mes mains ne peuvent pas venir 2 essuyer Ur Tears Off cette fois-là..!Gud ni8"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.","Löse d Fall : Ein Mann wurde ermordet auf gefunden &lt; DECIMAL&gt;. &lt;#&gt; AfterNoon. 1,Seine Frau namens Polizei. 2,Polizei befragte alle. 3,Weibe: Sir,Ich schlief, als der Mord stattfand. 4.Cook: Ich kochte. 5.Gartener: Ich habe Gemüse gepflückt. 6.Haus-Maid: Ich ging 2 d Postamt. 7.Kinder: Wir gingen 2 spielen. 8.Nachbar: Wir gingen 2 a Ehe. Polizei verhaftet d Mörder Sofort. Wer ist es? Antwort Mit Grund, Wenn U r Brilliant.","Résoudre l'affaire : Un homme a été trouvé assassiné sur &lt;DECIMAL&gt;. &lt;#&gt; AfterNoon. 1, Sa femme a appelé la police. 2,Police a interrogé tout le monde. 3,Wife: Monsieur, je dormais, quand le meurtre a eu lieu. 4.Cuisson: Je cuisinais. 5.Jardin: Je cuisais des légumes. 6.Maison-Maid: Je suis allé 2 d bureau de poste. 7.Enfants: Nous sommes allés 2 jeu. 8.Neighbour: Nous sommes allés 2 un mariage. Police arrêté d meurtrier Immédiatement. Qui est-ce? Répondre avec raison, Si U r Brilliant."
ham,Dear where you will be when i reach there,"Liebe, wo Sie sein werden, wenn ich dort zu erreichen",Chère où tu seras quand j'arriverai là-bas
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),"Aww das ist das erste Mal, dass u sagte u verpasste mich, ohne zu fragen, ob ich u zuerst verpasst.",C'est la première fois que tu m'as dit que j'avais manqué sans demander si j'avais manqué d'abord u. Tu m'aimes! :)
ham,Ok... Thanx... Gd nite 2 ü too...,"Okay, Thanx... Gd nite 2 u auch...",D'accord... Thanx... Gd nite 2 ü aussi...
ham,"Come to me right now, Ahmad","Komm sofort zu mir, Ahmad.","Viens me voir tout de suite, Ahmad."
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,Ich weiß nicht u und u kennen mich nicht. Senden Sie CHAT an 86688 jetzt und lassen Sie uns einander finden! Nur 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 Jahre oder älter.,Je ne sais pas u et u ne me connaissent pas. Envoyer CHAT à 86688 maintenant et nous allons nous trouver! Seulement 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 ans ou plus.
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,"Lol bitte, schicken Sie ein Foto von sich selbst. Ich will sehen. Pose mit einem Kamm und Haartrockner oder so etwas.","En fait, envoie une photo de toi en ce moment, je veux voir, avec un peigne et un sèche-cheveux."
ham,O was not into fps then.,O war damals nicht in Fps.,O n'était pas dans fps à l'époque.
ham,Huh means computational science... Y they like dat one push here n there...,"Sie mögen es, dass eins hier drückt, n da...",Heu veut dire la science computationnelle... Y ils aiment dat on push ici n là-bas...
ham,"Could you not read me, my Love ? I answered you","Konntest du mich nicht lesen, meine Liebe? Ich antwortete dir","Tu ne peux pas me lire, mon amour?"
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,Dun wan yogasana oso can... dun wan yogasana oso can.,On prend un bout à la cine lor... Dun wan yogasana oso peut...
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.","Madam, regret störung.might erhalten eine Referenzüberprüfung von DLF Premarica.kindly informiert werden.Rgds,Rakhesh,Kerala.","Madame,regret perturbation.might recevoir une vérification de référence de la DLF Premarica.indéniablement être informé.Rgds,Rakhesh,Kerala."
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,SMS DIENSTLEISTUNGEN Für Ihre inklusiven Text Credits pls gotto www.comuk.net login 3qxj9 abmelden mit STOP keine zusätzliche Hilfe 08702840625 comuk.220cm2 9AE,SMS SERVICES Pour vos crédits texte inclus pls getto www.comuk.net login 3qxj9 désabonnement avec STOP sans frais supplémentaires aide 08702840625 comuk.220cm2 9AE
ham,Oic... Then better quickly go bathe n settle down...,Oic... dann geh besser schnell baden und beruhige dich...,Alors va vite te baigner et t'installer.
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,"Ich habe bis dahin keine Möglichkeit, ihn zu kontaktieren.","Je vais à 20 h, je n'ai pas le moyen de le contacter avant."
ham,A bloo bloo bloo I'll miss the first bowl,Ein bloo bloo bloo Ich werde die erste Schüssel vermissen,Un bloo bloo bloo Je vais manquer le premier bol
ham,Lmao but its so fun...,Lmao aber es ist so lustig...,Lmao mais c'est si amusant...
ham,Oh k k:)but he is not a big hitter.anyway good,Oh k k:)aber er ist nicht ein großer Hitter.anyway gut,Oh k k k:)mais il n'est pas un grand tueur.
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,Hey!!! Ich fast vergessen... Happy B-Day Babe! Ich liebe dich!!,Hé!!! J'ai presque oublié... Joyeuse B-day bébé! Je t'aime!!
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,Valentinstag Special! Gewinnen Sie über £ 1000 in unserem Quiz und nehmen Sie Ihren Partner auf die Reise eines Lebens! Senden Sie GO zu 83600 jetzt. 150p/msg rcvd. CustCare:08718720201,Valentines Day Special! Gagnez plus de £1000 dans notre quiz et prenez votre partenaire sur le voyage d'une vie! Envoyer GO à 83600 maintenant. 150p/msg rcvd. CustCare:0871872001
ham,Do you think i can move  &lt;#&gt;  in a week,"Glauben Sie, ich kann &lt;#&gt; in einer Woche verschieben",Pensez-vous que je peux déplacer &lt;#&gt; dans une semaine
ham,She.s find. I sent you an offline message to know how anjola's now.,"Ich habe dir eine Offline-Nachricht geschickt, um zu wissen, wie Anjola jetzt ist.",Je t'ai envoyé un message hors ligne pour savoir comment est Anjola maintenant.
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,"Raten, wer bin ich?Dies ist das erste Mal, dass ich eine Web-Seite WWW.ASJESUS.COM alles gelesen habe, was ich geschrieben habe. Ich warte auf Ihre Meinungen. Ich möchte Ihr Freund sein 1/1",Devinez qui suis-je?C'est la première fois que j'ai créé une page web WWW.ASJESUS.COM a lu tout ce que j'ai écrit. J'attends vos avis. Je veux être votre ami 1/1
ham,How was txting and driving,Wie war txting und fahren,Comment était le txting et la conduite
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,"Das ist gut, lasst uns Gott danken, bitte vervollständigen Sie die Droge, viel Wasser und einen schönen Tag haben.","Merci mon Dieu, complètez la drogue, prenez beaucoup d'eau et passez une belle journée."
ham,Really dun bluff me leh... U sleep early too. Nite...,"Du bluffst mich, schlafst auch früh.",C'est vraiment dur de me bluffer leh... tu dors tôt aussi.
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""","Indianer r arm, aber Indien ist kein armes Land. Sagt einer der Schweizer Bankdirektoren. Er sagt, dass "" &lt;#&gt; lac crore"" von indischem Geld in Schweizer Banken hinterlegt wird, die für'steuerlose' Budget für &lt;#&gt; Yrs verwendet werden können. Kann &lt;#&gt; Crore Jobs an alle Inder geben. Von jedem Dorf zu Delhi 4 Lane Straßen. Für immer freie Macht suply zu mehr als &lt;#&gt; soziale Projekte. Jeder Bürger kann monatlich erhalten &lt;#&gt; /- für &lt;#&gt; Yrs. Keine Notwendigkeit der Weltbank &amp; IWF-Darlehen. Denken Sie, wie unser Geld von reichen Politikern blockiert wird. Wir haben volle Rechte gegen korrupte Politiker. Itna weiter karo ki pura INDIA padhe.g.m.""","Les Indiens sont pauvres, mais l'Inde n'est pas un pays pauvre. Dit l'un des directeurs de banque suisse. Il dit que « &lt;#&gt; lac crore » de l'argent indien est déposé dans des banques suisses qui peuvent être utilisés pour le budget « sans impôt » pour &lt;#&gt; yrs. Peut donner &lt;#&gt; crore emplois à tous les Indiens. De n'importe quel village à Delhi 4 routes de voies. Pour toujours libérer le pouvoir supplémentaire à plus de &lt;#&gt; projets sociaux. Chaque citoyen peut obtenir mensuel &lt;#&gt; /- pour &lt;#&gt; yrs. Pas besoin de Banque mondiale &amp; prêt du FMI. Pensez comment notre argent est bloqué par des politiciens riches. Nous avons plein droits contre les politiciens corrompus. Itna avant karo ki pura INDIA padhe.g.m."""
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,"Onkel Boye. Ich brauche Filme oh. Führen Sie mich. Außerdem wissen Sie, Torrents sind nicht besonders legal hier. Und das System verlangsamt sich. Was soll ich tun. Haben Sie einen gr8 Tag. Plus haben Sie begonnen, weil ich Sie nicht online treffen. Wie war der Honigmond.","Tu sais que les torrents ne sont pas particulièrement légaux ici, et le système ralentit, que devrais-je faire, qu'est-ce que j'ai fait, qu'est-ce que tu as commencé, parce que je ne te rencontre pas en ligne, comment était la lune de miel."
ham,Oh ya ya. I remember da. .,"Oh ja, ich erinnere mich an Da.",Je m'en souviens.
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,"Btw in Bezug darauf, dass wir wirklich versuchen sollten, zu sehen, ob jemand anderes unser 4. Kerl sein kann, bevor wir zu einem zufälligen Kerl verpflichten",Btw concernant qu'on devrait vraiment essayer de voir si quelqu'un d'autre peut être notre 4e gars avant qu'on s'engage avec un mec au hasard
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.","Für ur Chance zu gewinnen £250 Bargeld jeder wk TXT: PLAY zu 83370. T's&C www.music-trivia.net custcare 08715705022, 1x150p/wk.","Pour votre chance de gagner £250 cash chaque wk TXT: PLAY à 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,I not busy juz dun wan 2 go so early.. Hee..,Ich nicht beschäftigt juz dun wan 2 gehen so früh.. Hee..,Je ne suis pas occupé à juz dun wan 2 aller si tôt.. Hee..
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,Rechts. 11.48 ist es dann. Nun Arent wir alle hell und früh heute Morgen.,"11h48, c'est le cas. Eh bien, nous n'avons pas tous été brillants et tôt ce matin."
ham,"Great. I'm in church now, will holla when i get out","Ich bin jetzt in der Kirche, wird Holla, wenn ich rauskomme",Je suis à l'église maintenant.
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,"Zurück in brum! Danke, dass Sie uns auf und halten uns alle und glücklich. Bis bald",De retour en brum! Merci de nous avoir mis en place et de nous garder tous et heureux. A bientôt
ham,I donno if they are scorable,"Ich weiß nicht, wenn sie brennbar sind",Je ne sais pas s'ils sont scorables.
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,&lt;#&gt; große loxahatchee xmas Baum Brennen Update: Sie können total Sterne hier sehen,&lt;#&gt; grand loxahatchee xmas arborescence mise à jour: vous pouvez totalement voir des étoiles ici
ham,"Yes but i dont care! I need you bad, princess!","Ich brauche dich dringend, Prinzessin!","Oui, mais je m'en fous, j'ai besoin de toi, princesse!"
